	timestamp	date	activity
720	2003-05-08 00:00:00	2003-05-08	0
721	2003-05-08 00:01:00	2003-05-08	0
722	2003-05-08 00:02:00	2003-05-08	0
723	2003-05-08 00:03:00	2003-05-08	0
724	2003-05-08 00:04:00	2003-05-08	0
725	2003-05-08 00:05:00	2003-05-08	0
726	2003-05-08 00:06:00	2003-05-08	0
727	2003-05-08 00:07:00	2003-05-08	0
728	2003-05-08 00:08:00	2003-05-08	0
729	2003-05-08 00:09:00	2003-05-08	0
730	2003-05-08 00:10:00	2003-05-08	0
731	2003-05-08 00:11:00	2003-05-08	0
732	2003-05-08 00:12:00	2003-05-08	0
733	2003-05-08 00:13:00	2003-05-08	0
734	2003-05-08 00:14:00	2003-05-08	0
735	2003-05-08 00:15:00	2003-05-08	0
736	2003-05-08 00:16:00	2003-05-08	0
737	2003-05-08 00:17:00	2003-05-08	0
738	2003-05-08 00:18:00	2003-05-08	0
739	2003-05-08 00:19:00	2003-05-08	0
740	2003-05-08 00:20:00	2003-05-08	296
741	2003-05-08 00:21:00	2003-05-08	0
742	2003-05-08 00:22:00	2003-05-08	0
743	2003-05-08 00:23:00	2003-05-08	0
744	2003-05-08 00:24:00	2003-05-08	0
745	2003-05-08 00:25:00	2003-05-08	30
746	2003-05-08 00:26:00	2003-05-08	0
747	2003-05-08 00:27:00	2003-05-08	3
748	2003-05-08 00:28:00	2003-05-08	0
749	2003-05-08 00:29:00	2003-05-08	0
750	2003-05-08 00:30:00	2003-05-08	0
751	2003-05-08 00:31:00	2003-05-08	0
752	2003-05-08 00:32:00	2003-05-08	0
753	2003-05-08 00:33:00	2003-05-08	0
754	2003-05-08 00:34:00	2003-05-08	0
755	2003-05-08 00:35:00	2003-05-08	0
756	2003-05-08 00:36:00	2003-05-08	0
757	2003-05-08 00:37:00	2003-05-08	0
758	2003-05-08 00:38:00	2003-05-08	0
759	2003-05-08 00:39:00	2003-05-08	0
760	2003-05-08 00:40:00	2003-05-08	0
761	2003-05-08 00:41:00	2003-05-08	0
762	2003-05-08 00:42:00	2003-05-08	0
763	2003-05-08 00:43:00	2003-05-08	0
764	2003-05-08 00:44:00	2003-05-08	0
765	2003-05-08 00:45:00	2003-05-08	0
766	2003-05-08 00:46:00	2003-05-08	0
767	2003-05-08 00:47:00	2003-05-08	0
768	2003-05-08 00:48:00	2003-05-08	0
769	2003-05-08 00:49:00	2003-05-08	0
770	2003-05-08 00:50:00	2003-05-08	143
771	2003-05-08 00:51:00	2003-05-08	0
772	2003-05-08 00:52:00	2003-05-08	0
773	2003-05-08 00:53:00	2003-05-08	0
774	2003-05-08 00:54:00	2003-05-08	0
775	2003-05-08 00:55:00	2003-05-08	0
776	2003-05-08 00:56:00	2003-05-08	0
777	2003-05-08 00:57:00	2003-05-08	8
778	2003-05-08 00:58:00	2003-05-08	0
779	2003-05-08 00:59:00	2003-05-08	0
780	2003-05-08 01:00:00	2003-05-08	0
