	timestamp	date	activity
3420	2003-03-21 00:00:00	2003-03-21	231
3421	2003-03-21 00:01:00	2003-03-21	15
3422	2003-03-21 00:02:00	2003-03-21	0
3423	2003-03-21 00:03:00	2003-03-21	126
3424	2003-03-21 00:04:00	2003-03-21	0
3425	2003-03-21 00:05:00	2003-03-21	0
3426	2003-03-21 00:06:00	2003-03-21	0
3427	2003-03-21 00:07:00	2003-03-21	0
3428	2003-03-21 00:08:00	2003-03-21	0
3429	2003-03-21 00:09:00	2003-03-21	0
3430	2003-03-21 00:10:00	2003-03-21	0
3431	2003-03-21 00:11:00	2003-03-21	600
3432	2003-03-21 00:12:00	2003-03-21	0
3433	2003-03-21 00:13:00	2003-03-21	0
3434	2003-03-21 00:14:00	2003-03-21	0
3435	2003-03-21 00:15:00	2003-03-21	0
3436	2003-03-21 00:16:00	2003-03-21	0
3437	2003-03-21 00:17:00	2003-03-21	0
3438	2003-03-21 00:18:00	2003-03-21	0
3439	2003-03-21 00:19:00	2003-03-21	0
3440	2003-03-21 00:20:00	2003-03-21	0
3441	2003-03-21 00:21:00	2003-03-21	0
3442	2003-03-21 00:22:00	2003-03-21	0
3443	2003-03-21 00:23:00	2003-03-21	0
3444	2003-03-21 00:24:00	2003-03-21	0
3445	2003-03-21 00:25:00	2003-03-21	0
3446	2003-03-21 00:26:00	2003-03-21	0
3447	2003-03-21 00:27:00	2003-03-21	0
3448	2003-03-21 00:28:00	2003-03-21	0
3449	2003-03-21 00:29:00	2003-03-21	0
3450	2003-03-21 00:30:00	2003-03-21	0
3451	2003-03-21 00:31:00	2003-03-21	0
3452	2003-03-21 00:32:00	2003-03-21	0
3453	2003-03-21 00:33:00	2003-03-21	0
3454	2003-03-21 00:34:00	2003-03-21	0
3455	2003-03-21 00:35:00	2003-03-21	0
3456	2003-03-21 00:36:00	2003-03-21	0
3457	2003-03-21 00:37:00	2003-03-21	0
3458	2003-03-21 00:38:00	2003-03-21	0
3459	2003-03-21 00:39:00	2003-03-21	0
3460	2003-03-21 00:40:00	2003-03-21	0
3461	2003-03-21 00:41:00	2003-03-21	0
3462	2003-03-21 00:42:00	2003-03-21	0
3463	2003-03-21 00:43:00	2003-03-21	0
3464	2003-03-21 00:44:00	2003-03-21	0
3465	2003-03-21 00:45:00	2003-03-21	23
3466	2003-03-21 00:46:00	2003-03-21	0
3467	2003-03-21 00:47:00	2003-03-21	0
3468	2003-03-21 00:48:00	2003-03-21	0
3469	2003-03-21 00:49:00	2003-03-21	0
3470	2003-03-21 00:50:00	2003-03-21	0
3471	2003-03-21 00:51:00	2003-03-21	0
3472	2003-03-21 00:52:00	2003-03-21	0
3473	2003-03-21 00:53:00	2003-03-21	0
3474	2003-03-21 00:54:00	2003-03-21	0
3475	2003-03-21 00:55:00	2003-03-21	0
3476	2003-03-21 00:56:00	2003-03-21	0
3477	2003-03-21 00:57:00	2003-03-21	0
3478	2003-03-21 00:58:00	2003-03-21	0
3479	2003-03-21 00:59:00	2003-03-21	0
3480	2003-03-21 01:00:00	2003-03-21	0
3481	2003-03-21 01:01:00	2003-03-21	0
3482	2003-03-21 01:02:00	2003-03-21	0
3483	2003-03-21 01:03:00	2003-03-21	0
3484	2003-03-21 01:04:00	2003-03-21	0
3485	2003-03-21 01:05:00	2003-03-21	0
3486	2003-03-21 01:06:00	2003-03-21	0
3487	2003-03-21 01:07:00	2003-03-21	0
3488	2003-03-21 01:08:00	2003-03-21	100
3489	2003-03-21 01:09:00	2003-03-21	0
3490	2003-03-21 01:10:00	2003-03-21	0
3491	2003-03-21 01:11:00	2003-03-21	0
3492	2003-03-21 01:12:00	2003-03-21	0
3493	2003-03-21 01:13:00	2003-03-21	0
3494	2003-03-21 01:14:00	2003-03-21	0
3495	2003-03-21 01:15:00	2003-03-21	0
3496	2003-03-21 01:16:00	2003-03-21	0
3497	2003-03-21 01:17:00	2003-03-21	479
3498	2003-03-21 01:18:00	2003-03-21	0
3499	2003-03-21 01:19:00	2003-03-21	0
3500	2003-03-21 01:20:00	2003-03-21	0
3501	2003-03-21 01:21:00	2003-03-21	0
3502	2003-03-21 01:22:00	2003-03-21	0
3503	2003-03-21 01:23:00	2003-03-21	0
3504	2003-03-21 01:24:00	2003-03-21	0
3505	2003-03-21 01:25:00	2003-03-21	0
3506	2003-03-21 01:26:00	2003-03-21	0
3507	2003-03-21 01:27:00	2003-03-21	0
3508	2003-03-21 01:28:00	2003-03-21	0
3509	2003-03-21 01:29:00	2003-03-21	0
3510	2003-03-21 01:30:00	2003-03-21	0
3511	2003-03-21 01:31:00	2003-03-21	0
3512	2003-03-21 01:32:00	2003-03-21	0
3513	2003-03-21 01:33:00	2003-03-21	0
3514	2003-03-21 01:34:00	2003-03-21	0
3515	2003-03-21 01:35:00	2003-03-21	0
3516	2003-03-21 01:36:00	2003-03-21	0
3517	2003-03-21 01:37:00	2003-03-21	0
3518	2003-03-21 01:38:00	2003-03-21	0
3519	2003-03-21 01:39:00	2003-03-21	0
3520	2003-03-21 01:40:00	2003-03-21	0
3521	2003-03-21 01:41:00	2003-03-21	0
3522	2003-03-21 01:42:00	2003-03-21	0
3523	2003-03-21 01:43:00	2003-03-21	0
3524	2003-03-21 01:44:00	2003-03-21	0
3525	2003-03-21 01:45:00	2003-03-21	0
3526	2003-03-21 01:46:00	2003-03-21	0
3527	2003-03-21 01:47:00	2003-03-21	0
3528	2003-03-21 01:48:00	2003-03-21	0
3529	2003-03-21 01:49:00	2003-03-21	0
3530	2003-03-21 01:50:00	2003-03-21	0
3531	2003-03-21 01:51:00	2003-03-21	100
3532	2003-03-21 01:52:00	2003-03-21	15
3533	2003-03-21 01:53:00	2003-03-21	0
3534	2003-03-21 01:54:00	2003-03-21	0
3535	2003-03-21 01:55:00	2003-03-21	0
3536	2003-03-21 01:56:00	2003-03-21	0
3537	2003-03-21 01:57:00	2003-03-21	0
3538	2003-03-21 01:58:00	2003-03-21	0
3539	2003-03-21 01:59:00	2003-03-21	0
3540	2003-03-21 02:00:00	2003-03-21	0
3541	2003-03-21 02:01:00	2003-03-21	0
3542	2003-03-21 02:02:00	2003-03-21	0
3543	2003-03-21 02:03:00	2003-03-21	0
3544	2003-03-21 02:04:00	2003-03-21	0
3545	2003-03-21 02:05:00	2003-03-21	0
3546	2003-03-21 02:06:00	2003-03-21	0
3547	2003-03-21 02:07:00	2003-03-21	0
3548	2003-03-21 02:08:00	2003-03-21	0
3549	2003-03-21 02:09:00	2003-03-21	0
3550	2003-03-21 02:10:00	2003-03-21	0
3551	2003-03-21 02:11:00	2003-03-21	0
3552	2003-03-21 02:12:00	2003-03-21	0
3553	2003-03-21 02:13:00	2003-03-21	0
3554	2003-03-21 02:14:00	2003-03-21	0
3555	2003-03-21 02:15:00	2003-03-21	0
3556	2003-03-21 02:16:00	2003-03-21	0
3557	2003-03-21 02:17:00	2003-03-21	0
3558	2003-03-21 02:18:00	2003-03-21	0
3559	2003-03-21 02:19:00	2003-03-21	0
3560	2003-03-21 02:20:00	2003-03-21	0
3561	2003-03-21 02:21:00	2003-03-21	0
3562	2003-03-21 02:22:00	2003-03-21	0
3563	2003-03-21 02:23:00	2003-03-21	0
3564	2003-03-21 02:24:00	2003-03-21	0
3565	2003-03-21 02:25:00	2003-03-21	0
3566	2003-03-21 02:26:00	2003-03-21	0
3567	2003-03-21 02:27:00	2003-03-21	0
3568	2003-03-21 02:28:00	2003-03-21	0
3569	2003-03-21 02:29:00	2003-03-21	0
3570	2003-03-21 02:30:00	2003-03-21	0
3571	2003-03-21 02:31:00	2003-03-21	0
3572	2003-03-21 02:32:00	2003-03-21	0
3573	2003-03-21 02:33:00	2003-03-21	0
3574	2003-03-21 02:34:00	2003-03-21	0
3575	2003-03-21 02:35:00	2003-03-21	0
3576	2003-03-21 02:36:00	2003-03-21	0
3577	2003-03-21 02:37:00	2003-03-21	53
3578	2003-03-21 02:38:00	2003-03-21	0
3579	2003-03-21 02:39:00	2003-03-21	0
3580	2003-03-21 02:40:00	2003-03-21	0
